year,iso3,cntry,country_name,cntryID,residur_raw_v2,iussoli2_v2,iussoli3_v2,ecoreq_v2,crimreq_v2,iussoli_v2,natreq_v2,civint_v2,dualcit_v2,CITRIX_v2,CITRIX_firstgen_v2,dualcit_v2_plus1,residur_v2_plus1,intcon_v2_plus1,iussoli_v2_plus1,langtest_v2,cittest_v2,residur_v2,intcon_v2,period,CITRIX_nointcon_v2,CITRIX_catpca_os,CITRIX_1gen_v2,corrected,var1_corrected,var2_corrected,var1_corrected_justification,var2_corrected_justification,var3_corrected,var3_corrected_justification,residur_raw_v1,iussoli2_v1,iussoli3_v1,langtest_v1,cittest_v1,ecoreq_v1,crimreq_v1,iussoli_v1,natreq_v1,civint_v1,intcon_v1,dualcit_v1,residur_v1,CITRIX_v1,CITRIX_firstgen_v1,CITRIX_nointcon_v1,MIPEX_ATN_2020
1993,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
1994,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
1995,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
1996,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
1997,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
1998,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
1999,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2000,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2001,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,1990s,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2002,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2003,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2004,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2005,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2006,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2007,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2008,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post 9/11,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2009,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Great Recession,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,
2010,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Great Recession,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,46.875
2011,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Great Recession,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,46.875
2012,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Great Recession,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,46.875
2013,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Great Recession,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,46.875
2014,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Great Recession,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,50,100,0,0,0,0,75,37.5,0,76.92308,28.60577,38.141026,12.5,46.875
2015,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post Refugee Crisis,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2016,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post Refugee Crisis,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2017,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post Refugee Crisis,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2018,,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post Refugee Crisis,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2019,JPN,jp,Japan,25,5,0,0,0,0,0,0,66.5,0,24.979166,38.141026,1,67.666664,34.25,1,33,100,66.666664,33.25,Post Refugee Crisis,22.222221,-0.631156426,38.141026,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2010,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2011,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2012,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2013,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2014,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2015,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2016,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2017,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2018,,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2019,KOR,,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2007,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125
2008,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125
2009,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125
2010,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125
2011,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125
2012,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125
2013,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2014,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2015,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2016,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2017,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2018,,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2019,LVA,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.875
2007,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375
2008,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375
2009,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375
2010,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2011,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2012,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2013,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2014,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2015,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2016,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2017,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2018,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2019,LTU,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
1980,,lu,Luxembourg,27,15,0,0,100,100,0,100,100,0,25,33.333332,1,1,101,1,100,100,0,100,Cold War,0,-1.324455298,33.333332,1,residur,N/A,before 1986 requirement was 15 year - according to DEMIG and GLOBALCIT resources,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1981,,lu,Luxembourg,27,15,0,0,100,100,0,100,100,0,25,33.333332,1,1,101,1,100,100,0,100,Cold War,0,-1.324455298,33.333332,1,residur,N/A,before 1986 requirement was 15 year - according to DEMIG and GLOBALCIT resources,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1982,,lu,Luxembourg,27,15,0,0,100,100,0,100,100,0,25,33.333332,1,1,101,1,100,100,0,100,Cold War,0,-1.324455298,33.333332,1,residur,N/A,before 1986 requirement was 15 year - according to DEMIG and GLOBALCIT resources,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1983,,lu,Luxembourg,27,15,0,0,100,100,0,100,100,0,25,33.333332,1,1,101,1,100,100,0,100,Cold War,0,-1.324455298,33.333332,1,residur,N/A,before 1986 requirement was 15 year - according to DEMIG and GLOBALCIT resources,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1984,,lu,Luxembourg,27,15,0,0,100,100,0,100,100,0,25,33.333332,1,1,101,1,100,100,0,100,Cold War,0,-1.324455298,33.333332,1,residur,N/A,before 1986 requirement was 15 year - according to DEMIG and GLOBALCIT resources,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1985,,lu,Luxembourg,27,15,0,0,100,100,0,100,100,0,25,33.333332,1,1,101,1,100,100,0,100,Cold War,0,-1.324455298,33.333332,1,residur,N/A,before 1986 requirement was 15 year - according to DEMIG and GLOBALCIT resources,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1986,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,Cold War,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1987,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,Cold War,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1988,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,Cold War,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1989,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,Cold War,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1990,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,Cold War,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1991,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,Cold War,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1992,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1993,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1994,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1995,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1996,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1997,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1998,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
1999,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
2000,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
2001,,lu,Luxembourg,27,10,0,0,100,100,0,100,100,0,33.333332,46.153847,1,34.333332,101,1,100,100,33.333332,100,1990s,11.111111,-1.025323533,46.153847,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,10,0,0,100,100,100,100,0,100,100,100,0,38.46154,34.615387,46.153847,33.333332,
2002,,lu,Luxembourg,27,5,0,0,100,100,0,100,83.5,0,39.604164,50.641026,1,67.666664,92.75,1,67,100,66.666664,91.75,Post 9/11,22.222221,-0.313715513,50.641026,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,5,0,0,100,100,100,100,0,100,100,100,0,76.92308,44.23077,58.974361,33.333332,
2003,,lu,Luxembourg,27,5,0,0,100,100,0,100,83.5,0,39.604164,50.641026,1,67.666664,92.75,1,67,100,66.666664,91.75,Post 9/11,22.222221,-0.313715513,50.641026,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,5,0,0,100,100,100,100,0,100,100,100,0,76.92308,44.23077,58.974361,33.333332,
2004,,lu,Luxembourg,27,5,0,0,100,100,0,100,83.5,0,39.604164,50.641026,1,67.666664,92.75,1,67,100,66.666664,91.75,Post 9/11,22.222221,-0.313715513,50.641026,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,5,0,0,100,100,100,100,0,100,100,100,0,76.92308,44.23077,58.974361,33.333332,
2005,,lu,Luxembourg,27,5,0,0,100,100,0,100,83.5,0,39.604164,50.641026,1,67.666664,92.75,1,67,100,66.666664,91.75,Post 9/11,22.222221,-0.313715513,50.641026,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,5,0,0,100,100,100,100,0,100,100,100,0,76.92308,44.23077,58.974361,33.333332,
2006,,lu,Luxembourg,27,5,0,0,100,100,0,100,83.5,0,39.604164,50.641026,1,67.666664,92.75,1,67,100,66.666664,91.75,Post 9/11,22.222221,-0.313715513,50.641026,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,5,0,0,100,100,100,100,0,100,100,100,0,76.92308,44.23077,58.974361,33.333332,
2007,,lu,Luxembourg,27,5,0,0,100,100,0,100,83.5,0,39.604164,50.641026,1,67.666664,92.75,1,67,100,66.666664,91.75,Post 9/11,22.222221,-0.313715513,50.641026,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,5,0,0,100,100,100,100,0,100,100,100,0,76.92308,44.23077,58.974361,33.333332,50
2008,,lu,Luxembourg,27,7,0,100,100,0,33,50,83.5,100,63.270832,66.346153,101,54.333332,67.75,34,67,100,53.333332,66.75,Post 9/11,62.111111,0.26900878,66.346153,1,langtest,N/A,"informal requirement for sufficient knowledge of one national language, certificates required - according to DEMIG and GLOBALCIT resources",N/A,N/A,N/A,7,0,0,100,100,100,0,0,50,100,75,0,61.53846,34.134613,45.512821,25,46.875
2009,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Great Recession,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,100,0,50,100,0,33.333332,50,25,37.5,100,61.53846,58.092949,66.346153,56.944443,46.875
2010,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Great Recession,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,100,0,50,100,0,33.333332,50,25,37.5,100,61.53846,58.092949,66.346153,56.944443,46.875
2011,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Great Recession,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,100,0,50,100,0,33.333332,50,25,37.5,100,61.53846,58.092949,66.346153,56.944443,46.875
2012,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Great Recession,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,100,0,50,100,0,33.333332,50,25,37.5,100,61.53846,58.092949,66.346153,56.944443,46.875
2013,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Great Recession,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,100,0,50,100,0,33.333332,50,25,37.5,100,61.53846,58.092949,66.346153,56.944443,46.875
2014,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Great Recession,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,100,0,50,100,0,33.333332,50,25,37.5,100,61.53846,58.092949,66.346153,56.944443,46.875
2015,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Post Refugee Crisis,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2016,,lu,Luxembourg,27,7,0,100,100,0,33,50,16.5,100,54.895832,66.346153,101,54.333332,34.25,34,0,33,53.333332,33.25,Post Refugee Crisis,62.111111,-0.048432133,66.346153,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,46.875
2017,,lu,Luxembourg,27,5,33,100,100,0,55.11,50,33,100,65.819168,75.641029,101,67.666664,42.5,56.110001,33,33,66.666664,41.5,Post Refugee Crisis,73.925552,0.671745915,75.641029,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,79.25
2018,,lu,Luxembourg,27,5,33,100,100,0,55.11,50,33,100,65.819168,75.641029,101,67.666664,42.5,56.110001,33,33,66.666664,41.5,Post Refugee Crisis,73.925552,0.671745915,75.641029,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,79.25
2019,LUX,lu,Luxembourg,27,5,33,100,100,0,55.11,50,33,100,65.819168,75.641029,101,67.666664,42.5,56.110001,33,33,66.666664,41.5,Post Refugee Crisis,73.925552,0.671745915,75.641029,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,79.25
2007,,,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2008,,,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
